facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,commboard,nta,council,schooldist,censtract,factype,capacity,geometry,uid,latitude,longitude
ASPIRA OF NEW YORK INC AFTERSCHOOL PROGRAMS,811,EAST 149 STREET,811 EAST 149 STREET,BRONX,10455.0,Bronx,2.0,2004772.0,2026640001.0,201.0,BX34,8.0,40.0,007900,AFTERSCHOOL PROGRAMS,,POINT (-73.906036001361 40.8128559383536),ce129f2fd063285fcaba3ecf6fda92a7,40.8128559383536,-73.906036001361
ASPIRA OF NEW YORK INC AFTERSCHOOL PROGRAMS,885,BOLTON AVENUE,885 BOLTON AVENUE,BRONX,10473.0,Bronx,2.0,2103869.0,2036440001.0,209.0,BX09,18.0,43.0,004200,AFTERSCHOOL PROGRAMS,,POINT (-73.8599051311996 40.8234753961781),9dc4dee5f8a85e00130500cb8b3e5b3e,40.823475396178104,-73.8599051311996
ASPIRING MINDS DC LLC,116,DOOLEY STREET,116 DOOLEY STREET,BROOKLYN,11235.0,Brooklyn,3.0,3414597.0,3087800021.0,315.0,BK17,48.0,61.0,060000,DAY CARE,,POINT (-73.9465001225079 40.5861586862559),87790192d6be5328a5eb5019a8db63c6,40.5861586862559,-73.9465001225079
ASSOC-METROAREA AUTISTIC CHILDREN,25,WEST 17 STREET,25 WEST 17 STREET,NEW YORK,10011.0,Manhattan,1.0,1015426.0,1008190056.0,105.0,MN13,3.0,13.0,005400,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9934234905286 40.7388027831698),bc588047e74e8838e3c99c5ac4eb8282,40.738802783169795,-73.9934234905286
ASSOCIATED BETH RIVKAH SCHOOL - UPK,470,LEFFERTS AVENUE,470 LEFFERTS AVENUE,BROOKLYN,11225.0,Brooklyn,3.0,3035454.0,3013310019.0,309.0,BK60,40.0,71.0,080600,EARLY EDUCATION PROGRAM,,POINT (-73.94592496151749 40.6622425844524),ae73e4bef610b49bfc4cb31c565c07ac,40.6622425844524,-73.94592496151749
ASSOCIATION TO BENEFIT CHILDREN,316,EAST 88 STREET,316 EAST 88 STREET,NEW YORK,10128.0,Manhattan,1.0,1050057.0,1015500035.0,108.0,MN32,5.0,19.0,014602,DAY CARE,,POINT (-73.94975401955759 40.77841674918179),0ee1799e332acd5b6e8564f86c6f6050,40.778416749181794,-73.94975401955759
ASSOCIATION TO BENEFIT CHILDREN,404,EAST 91 STREET,404 EAST 91 STREET,NEW YORK,10128.0,Manhattan,1.0,1050741.0,1015700046.0,108.0,MN32,5.0,19.0,015200,DAY CARE,,POINT (-73.9467205639565 40.7797515468085),f6c4d2efacbaa575564c785b912812fc,40.7797515468085,-73.9467205639565
ASSOCIATION TO BENEFIT CHILDREN,419,EAST 86 STREET,419 EAST 86 STREET,NEW YORK,10028.0,Manhattan,1.0,1083281.0,1015660008.0,108.0,MN32,5.0,19.0,014402,DAY CARE,,POINT (-73.9484253625423 40.7767256521933),f2bdccb7a40a56b16b0d79c023cfade5,40.7767256521933,-73.9484253625423
ASTOR CHILD GUIDANCE CENTER,750,TILDEN STREET,750 TILDEN STREET,BRONX,10467.0,Bronx,2.0,2057708.0,2046580015.0,212.0,BX44,12.0,47.0,038000,FOOD PANTRY,,POINT (-73.86277154836199 40.8766931924075),f0835167f7e8b88e8d5afd1b165ae687,40.8766931924075,-73.86277154836199
ASTOR SERVICES FOR CHILDREN AND FAMILIES / LAWRENCE F. HICKEY CENTER,4010,DYRE AVENUE,4010 DYRE AVENUE,BRONX,10466.0,Bronx,2.0,2067131.0,2049700010.0,212.0,BX03,12.0,47.0,045600,DAY CARE,,POINT (-73.830729563679 40.89094529741811),afe435f685a7ab52eea21c8a916ac595,40.89094529741811,-73.830729563679
ASTORIA BLUE FEATHER EARLY LEARNING CENTER,27-07,8 STREET,27-07 8 STREET,ASTORIA,11102.0,Queens,4.0,4005574.0,4005100020.0,401.0,QN71,22.0,114.0,008300,DAY CARE,,POINT (-73.93160519735841 40.773886550443),57c99577f05379c189623071c464881c,40.773886550443,-73.93160519735841
ASTORIA EARLY CHILDHOOD DEVELOPMENT CORPORATION,25-44,CRESCENT STREET,25-44 CRESCENT STREET,ASTORIA,11102.0,Queens,4.0,4019111.0,4008720074.0,401.0,QN71,22.0,114.0,006900,EARLY EDUCATION PROGRAM,,POINT (-73.9226926787649 40.77204763168579),9ffce6dd56533c2933e9bde35a4b5fcd,40.772047631685794,-73.9226926787649
ATERES CHAYA,242A,ALBANY AVENUE,242A ALBANY AVENUE,BROOKLYN,11213.0,Brooklyn,3.0,3031760.0,3012440085.0,308.0,BK61,36.0,77.0,034300,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.93938053884921 40.6723001992355),999f8821d1064265c29a36b62e86e752,40.6723001992355,-73.9393805388492
ATERET TORAH CENTER,901,QUENTIN ROAD,901 QUENTIN ROAD,BROOKLYN,11223.0,Brooklyn,3.0,3176271.0,3066410038.0,315.0,BK25,44.0,61.0,042000,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.96362529834771 40.6078957072059),aab5094eedbb0e522357fa6ed66f81a3,40.6078957072059,-73.96362529834771
ATHENA SCHOLARS,811,54 STREET,811 54 STREET,BROOKLYN,11220.0,Brooklyn,3.0,3138848.0,3056650073.0,312.0,BK34,38.0,66.0,010600,EARLY EDUCATION PROGRAM,,POINT (-74.0054957656767 40.6388102552349),4075083ebc21408a3ffec2d7977e0673,40.6388102552349,-74.0054957656767
ATHENA SCHOLARS,815,54 STREET,815 54 STREET,BROOKLYN,11220.0,Brooklyn,3.0,3138847.0,3056650072.0,312.0,BK34,38.0,66.0,010600,EARLY EDUCATION PROGRAM,,POINT (-74.00542081710179 40.6387636916523),0151e581fbdadcfe65acc1f8901710cc,40.6387636916523,-74.0054208171018
ATLAS SCHOOL,252,WEST 29 STREET,252 WEST 29 STREET,NEW YORK,10001.0,Manhattan,1.0,1014271.0,1007780070.0,105.0,MN17,3.0,10.0,009500,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.99535018328379 40.7486857595371),8e7b9af5e7cb6765988fbbbcad4feda8,40.7486857595371,-73.99535018328379
ATONEMENT LUTHERAN CHURCH,30-61,87 STREET,30-61 87 STREET,EAST ELMHURST,11369.0,Queens,4.0,4033380.0,4013850040.0,403.0,QN28,22.0,115.0,033900,FOOD PANTRY,,POINT (-73.8811601812377 40.759957669154),42cbdf69a8b4dad457c09ca0320951a1,40.759957669154,-73.8811601812377
ATONEMENT PRESCHOOL,30-61,87 STREET,30-61 87 STREET,EAST ELMHURST,11369.0,Queens,4.0,4033380.0,4013850040.0,403.0,QN28,22.0,115.0,033900,EARLY EDUCATION PROGRAM,,POINT (-73.8811601812377 40.759957669154),f9c2326bf0abef68d0db991f8214efa3,40.759957669154,-73.8811601812377
AUDREY JOHNSON DCC,272,MOFFAT STREET,272 MOFFAT STREET,BROOKLYN,11207.0,Brooklyn,3.0,3080179.0,3034480015.0,304.0,BK77,37.0,83.0,040900,EARLY EDUCATION PROGRAM,,POINT (-73.90400742586779 40.6896701630094),c11dd3eb870815099839b6a204d7a281,40.6896701630094,-73.90400742586779
"AUNTY JEANS PLACE, INC",118-17,GUY R BREWER BOULEVARD,118-17 GUY R BREWER BOULEVARD,JAMAICA,11434.0,Queens,4.0,4448582.0,4123540112.0,412.0,QN76,27.0,113.0,028400,DAY CARE,,POINT (-73.78212447734509 40.68329692356929),3f30c320bb411ebac19b1c5c33e1f077,40.683296923569294,-73.78212447734509
AURORA COMMUNITY RESIDENCE,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),420f5de96e86308d764c7f5aa9c4e853,,
AURORA HOUSE,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),e0d7852998ae5b6bc4a884ba9d56af6d,,
AUSTIN HOUSE,,,,,,,,,,,,,,,RESIDENTIAL MENTAL HEALTH,,POINT (nan nan),a8f229ffa4af950db4dcccf06a2ccfd8,,
"AUXILIARY ENTERPRISE BOARD OF NEW YORK CITY COLLEGE OF TECHNOLOGY, INC.",300,JAY STREET,300 JAY STREET,BROOKLYN,11201.0,Brooklyn,3.0,3335892.0,3001280001.0,302.0,BK38,33.0,84.0,001300,DAY CARE,,POINT (-73.98774057616059 40.6954966345644),9ef175d85a7386d64ad940617755db65,40.6954966345644,-73.98774057616059
"AVA'S LITTLE ACHIEVERS, INC.",1743,LINDEN BOULEVARD,1743 LINDEN BOULEVARD,BROOKLYN,11207.0,Brooklyn,3.0,3085916.0,3038650053.0,305.0,BK85,42.0,75.0,113200,DAY CARE,,POINT (-73.8981941188236 40.65784643803961),cec2e1287825d68b065ebe5e8583078e,40.657846438039606,-73.8981941188236
AVE MARIA CATHOLIC ACADEMY,158-20,101 STREET,158-20 101 STREET,HOWARD BEACH,11414.0,Queens,4.0,4295194.0,4141700001.0,410.0,QN57,32.0,106.0,088400,EARLY EDUCATION PROGRAM,,POINT (-73.833084368591 40.6613397580916),164f67fc42ffdba7969a18786523b06a,40.6613397580916,-73.833084368591
AVE MARIA CATHOLIC ACADEMY,158-20,101 STREET,158-20 101 STREET,HOWARD BEACH,11414.0,Queens,4.0,4295194.0,4141700001.0,410.0,QN57,32.0,106.0,088400,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.833084368591 40.6613397580916),c17ba55ce7e856b92e80d23ad173e53d,40.6613397580916,-73.833084368591
AVENUES NEW YORK LLC,259,10 AVENUE,259 10 AVENUE,NEW YORK,10001.0,Manhattan,1.0,1012384.0,1006970031.0,104.0,MN13,3.0,10.0,009900,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-74.0033209274623 40.7494167980534),4c0113d1f048c1efe24fc0527ad8e11a,40.749416798053396,-74.0033209274623
AVENUES NEW YORK LLC,259,TENTH AVENUE,259 TENTH AVENUE,NEW YORK,10001.0,Manhattan,1.0,1012384.0,1006970031.0,104.0,MN13,3.0,10.0,009900,DAY CARE,,POINT (-74.0033209274623 40.7494167980534),e1ba2624706006c9fd0d272260de1c7e,40.749416798053396,-74.0033209274623
B ' ABOVE EARLY LEARNING CENTER,1810,DAVIDSON AVENUE,1810 DAVIDSON AVENUE,BRONX,10453.0,Bronx,2.0,2109470.0,2028610129.0,205.0,BX36,14.0,46.0,021700,DAY CARE,,POINT (-73.911913475809 40.8495313526954),ebedbc2397052adf0a77a225a218977d,40.8495313526954,-73.911913475809
"B'  ABOVE WORLDWIDE INSTITUTE, INC.",1462,62 STREET,1462 62 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3141674.0,3057340045.0,311.0,BK28,38.0,62.0,025000,DAY CARE,,POINT (-73.99590816894479 40.6250506737826),77b1c4cc94ad386a7e99de54d117eedc,40.6250506737826,-73.9959081689448
"B' ABOVE WORLDWIDE INSTITUTE, INC.",15-26,CENTRAL AVENUE,15-26 CENTRAL AVENUE,FAR ROCKAWAY,11691.0,Queens,4.0,4297966.0,4155370137.0,414.0,QN15,31.0,101.0,103202,DAY CARE,,POINT (-73.7520608791874 40.60558281928329),e83a84233263e638b1ee1e63e440887d,40.60558281928329,-73.7520608791874
B'ABOVE WORLDWIDE INSTITUTE / KRULA,799,KENT AVENUE,799 KENT AVENUE,BROOKLYN,11205.0,Brooklyn,3.0,3054201.0,3018840010.0,303.0,BK75,33.0,79.0,123700,DAY CARE,,POINT (-73.9596737965753 40.6969593210874),227266754ee45d2157ac25cc3b80485d,40.6969593210874,-73.9596737965753
B'ABOVE WORLDWIDE INSTITUTE /NEW HYDE PARK,771,EAST 49 STREET,771 EAST 49 STREET,BROOKLYN,11203.0,Brooklyn,3.0,3105711.0,3047700054.0,317.0,BK91,45.0,67.0,084000,DAY CARE,,POINT (-73.9301757960142 40.6427442429663),740c0dea87385cd61e29ffe0232dd65d,40.6427442429663,-73.9301757960142
"B'ABOVE WORLDWIDE INSTITUTE, INC",1536,62 STREET,1536 62 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3132691.0,3055300019.0,311.0,BK28,38.0,62.0,025000,DAY CARE,,POINT (-73.9947323867187 40.6241835260196),7ff72561b83c76e15e8dd7f1b6ea2c38,40.6241835260196,-73.9947323867187
"B'ABOVE WORLDWIDE INSTITUTE, INC.",1523,58 STREET,1523 58 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3131136.0,3054960069.0,312.0,BK88,44.0,66.0,024000,DAY CARE,,POINT (-73.9921597927159 40.62708933732929),84544fa42f00a5d664941b3fb3304930,40.627089337329295,-73.9921597927159
BAAIS YAAKOV FAIGEH OF SCHONBERGER OF ADAS YEREIM,1169,43 STREET,1169 43 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3135866.0,3055970053.0,312.0,BK88,39.0,66.0,022400,EARLY EDUCATION PROGRAM,,POINT (-73.9912895697084 40.64025726228979),39d460ba2e174f6e73341fbe49eb79e4,40.64025726228979,-73.9912895697084
BABOVE 16,189-26,LINDEN BOULEVARD,189-26 LINDEN BOULEVARD,SAINT ALBANS,11412.0,Queens,4.0,4271346.0,4125990008.0,412.0,QN08,27.0,113.0,039400,DAY CARE,59.0,POINT (-73.7614180202347 40.6916876461614),3847c07d31e278ad100bc965cd62c0d6,40.6916876461614,-73.7614180202347
BABOVE 22,137-37,FARMERS BOULEVARD,137-37 FARMERS BOULEVARD,JAMAICA,11434.0,Queens,4.0,4280110.0,4130210023.0,412.0,QN02,31.0,113.0,033000,DAY CARE,69.0,POINT (-73.76366301917541 40.6730300954092),5518b4c2c1e9da98013e0a8f4d089ee3,40.6730300954092,-73.76366301917541
BABOVE 27,771,EAST 49 STREET,771 EAST 49 STREET,BROOKLYN,11203.0,Brooklyn,3.0,3105711.0,3047700054.0,317.0,BK91,45.0,67.0,084000,DAY CARE,96.0,POINT (-73.9301757960142 40.6427442429663),29f1b94afd388dedce971644f95c6d3d,40.6427442429663,-73.9301757960142
BABOVE 32,799,KENT AVENUE,799 KENT AVENUE,BROOKLYN,11205.0,Brooklyn,3.0,3054201.0,3018840010.0,303.0,BK75,33.0,79.0,123700,DAY CARE,104.0,POINT (-73.9596737965753 40.6969593210874),4be523be0af96f930718a08fcc5e7cb9,40.6969593210874,-73.9596737965753
BABOVE 37- UNITED LUBAVITCHER,570,CROWN STREET,570 CROWN STREET,BROOKLYN,11213.0,Brooklyn,3.0,3393264.0,3014170007.0,309.0,BK63,35.0,71.0,033300,DAY CARE,107.0,POINT (-73.9394836312492 40.665277767728),2d902e21abde5a0f601463344359e310,40.665277767728,-73.9394836312492
BABOVE 39,1362,49 STREET,1362 49 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3137764.0,3056420033.0,312.0,BK88,44.0,66.0,023600,DAY CARE,30.0,POINT (-73.99066432202321 40.6338808566313),7dd1ee44f02c822b9bc80a87ea157abf,40.6338808566313,-73.9906643220232
BABOVE 42,1363,50 STREET,1363 50 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3137765.0,3056420048.0,312.0,BK88,44.0,66.0,023600,DAY CARE,30.0,POINT (-73.99089695047059 40.63365755044229),a614bda4af570ee04029c0e3d3878a5a,40.633657550442294,-73.99089695047059
BABOVE 46,4500,9 AVENUE,4500 9 AVENUE,BROOKLYN,11220.0,Brooklyn,3.0,3337205.0,3007510048.0,312.0,BK34,38.0,66.0,009400,DAY CARE,78.0,POINT (-73.9989599619722 40.6425448354436),4e54890edd069878dbdd20cdba68ac0f,40.6425448354436,-73.9989599619722
BABOVE 52,1810,DAVIDSON AVENUE,1810 DAVIDSON AVENUE,BRONX,10453.0,Bronx,2.0,2109470.0,2028610129.0,205.0,BX36,14.0,46.0,021700,DAY CARE,96.0,POINT (-73.911913475809 40.8495313526954),9aaaff4a0989e55aad725b8b97b54cf7,40.8495313526954,-73.911913475809
BABY STEPS DAY CARE CENTER INC,65-59,ALDERTON STREET,65-59 ALDERTON STREET,REGO PARK,11374.0,Queens,4.0,4074524.0,4031510080.0,406.0,QN18,29.0,112.0,070300,DAY CARE,,POINT (-73.8589579450807 40.7197605916675),ceb1953dea9622dc27d9bf57c9d899f7,40.7197605916675,-73.8589579450807
BABY STEPS DAY CARE CENTER INC.,99-06,METROPOLITAN AVENUE,99-06 METROPOLITAN AVENUE,FOREST HILLS,11375.0,Queens,4.0,4095200.0,4038940033.0,406.0,QN17,29.0,112.0,064500,DAY CARE,,POINT (-73.8534819453205 40.7106914321),e6b4b3b533e9411de6eead3a1fe730f9,40.7106914321,-73.8534819453205
BABY STEPS DAYCARE CENTER II,112-18,76 ROAD,112-18 76 ROAD,FOREST HILLS,11375.0,Queens,4.0,4311400.0,4022660093.0,406.0,QN17,29.0,112.0,075701,EARLY EDUCATION PROGRAM,,POINT (-73.83405588122071 40.7176102011033),1dee348285d4b2e501ae92c091a392da,40.7176102011033,-73.8340558812207
"BABY STEPS DAYCARE CENTER II, LLC",112-12,76 ROAD,112-12 76 ROAD,FOREST HILLS,11375.0,Queens,4.0,4311398.0,4022660090.0,406.0,QN17,29.0,112.0,075701,DAY CARE,,POINT (-73.83423864568809 40.7174591185552),3fca9703f889d8e39a127f512ffc2185,40.717459118555205,-73.83423864568809
BABY STEPS DAYCARE CENTER INC,64-11,FLEET STREET,64-11 FLEET STREET,REGO PARK,11374.0,Queens,4.0,4533323.0,4031510077.0,406.0,QN18,29.0,112.0,070300,EARLY EDUCATION PROGRAM,,POINT (-73.8586635251728 40.7197806745884),90010af0671deb2cf4090c853760f18d,40.7197806745884,-73.8586635251728
BAILEY HOUSE INC. ADULT & FAMILY,1751,PARK AVENUE,1751 PARK AVENUE,NEW YORK,10035.0,Manhattan,1.0,1089077.0,1017700072.0,111.0,MN34,9.0,25.0,019600,FOOD PANTRY,,POINT (-73.94040717649351 40.8025767953575),1f248a0210157690dd77a028c1d8929c,40.802576795357496,-73.94040717649351
BAIS BROCHO OF KARLIN STOLIN,4314,10 AVENUE,4314 10 AVENUE,BROOKLYN,11219.0,Brooklyn,3.0,3136036.0,3056010042.0,312.0,BK34,38.0,66.0,011200,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9957902249235 40.6421666100959),4cd879eabb9a64a6a6bdbfa4e89c99d9,40.6421666100959,-73.9957902249235
BAIS ESTHER SCHOOL,1353,50 STREET,1353 50 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3137766.0,3056420053.0,312.0,BK88,44.0,66.0,023600,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9911810473555 40.63381826303021),254494a8968ed838bf935fe296558285,40.63381826303021,-73.9911810473555
BAIS ESTHER SCHOOL 2,2143,65 STREET,2143 65 STREET,BROOKLYN,11204.0,Brooklyn,3.0,3133717.0,3055500050.0,311.0,BK28,47.0,62.0,025400,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.98234954718309 40.6147445395801),a4ae1f28a2bab28a694713c7a7d19606,40.6147445395801,-73.98234954718309
BAIS ESTHER SCHOOL 4,1363,50 STREET,1363 50 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3137765.0,3056420048.0,312.0,BK88,44.0,66.0,023600,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.99089695047059 40.63365755044229),04e93a94bc46ecb44a41c9172c56fe50,40.633657550442294,-73.99089695047059
BAIS FRIEDA CHILD CARE,1326,EAST 10 STREET,1326 EAST 10 STREET,BROOKLYN,11230.0,Brooklyn,3.0,3173091.0,3065720017.0,312.0,BK46,44.0,66.0,045400,DAY CARE,,POINT (-73.96491924274191 40.6167721946768),d2e666deb33a97a774ea017e483c7719,40.6167721946768,-73.96491924274191
BAIS FRIMA CHINUCH CENTER,1377,42 STREET,1377 42 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3135754.0,3055940046.0,312.0,BK88,39.0,66.0,023200,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.98595774590208 40.6378509646193),a93cadb1958d1373b748b7d37135a706,40.6378509646193,-73.98595774590208
BAIS ROCHEL SCHOOL OF BORO PARK,5301,14 AVENUE,5301 14 AVENUE,BROOKLYN,11219.0,Brooklyn,3.0,3139072.0,3056710001.0,312.0,BK88,44.0,66.0,023800,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.992142300919 40.63093472097921),6202d1d45e8167e5292ef9cc00592d5c,40.630934720979205,-73.992142300919
BAIS RUCHEL D'SATMAR BR1,88,SANFORD STREET,88 SANFORD STREET,BROOKLYN,11205.0,Brooklyn,3.0,3048462.0,3017360014.0,303.0,BK75,33.0,79.0,123700,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9539700689747 40.6963771962279),0d1d80b5f111a26934eaa82cf82f798f,40.6963771962279,-73.9539700689747
BAIS RUCHEL D'SATMAR BR3,762,WYTHE AVENUE,762 WYTHE AVENUE,BROOKLYN,11249.0,Brooklyn,3.0,3335307.0,3022160019.0,301.0,BK72,33.0,90.0,053700,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.96068544081591 40.7004464327667),5bf31457f96ccbddd103ac0c854da4bc,40.700446432766704,-73.96068544081591
BAIS SARAH SCHOOL,6101,16 AVENUE,6101 16 AVENUE,BROOKLYN,11204.0,Brooklyn,3.0,3132384.0,3055240001.0,311.0,BK28,44.0,62.0,024800,EARLY EDUCATION PROGRAM,,POINT (-73.99256869907471 40.6238395555673),1a4b1dba698a8b6cac3dcac49326256b,40.6238395555673,-73.99256869907471
BAIS SHIFRA,1327,38 STREET,1327 38 STREET,BROOKLYN,11218.0,Brooklyn,3.0,3328346.0,3053000062.0,312.0,BK88,39.0,66.0,022600,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.98441620888221 40.6407755302549),acddf0edaf3c5ca65a2419008ac2a1e2,40.6407755302549,-73.98441620888221
BAIS TZIPORAH,1449,39 STREET,1449 39 STREET,BROOKLYN,11218.0,Brooklyn,3.0,3328392.0,3053470058.0,312.0,BK88,39.0,66.0,022800,EARLY EDUCATION PROGRAM,,POINT (-73.9827269803132 40.6387847853217),f96c76f176587922f052b1b0486f7a35,40.638784785321704,-73.9827269803132
BAIS TZIPORAH,1449,39 STREET,1449 39 STREET,BROOKLYN,11218.0,Brooklyn,3.0,3328392.0,3053470058.0,312.0,BK88,39.0,66.0,022800,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9827269803132 40.6387847853217),c6501e39a78db952a27c4c8a32381c45,40.638784785321704,-73.9827269803132
BAIS YAAKOV ACADEMY,1213,ELM AVENUE,1213 ELM AVENUE,BROOKLYN,11230.0,Brooklyn,3.0,3180784.0,3067410012.0,314.0,BK43,48.0,70.0,076800,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9621122789212 40.61730834423479),30844ff8cfb3ebf3160804e828700068,40.61730834423479,-73.9621122789212
BAIS YAAKOV ACADEMY FOR GIRLS,124-50,METROPOLITAN AVENUE,124-50 METROPOLITAN AVENUE,KEW GARDENS,11415.0,Queens,4.0,4438584.0,4092400012.0,409.0,QN60,29.0,102.0,014000,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.8268168989061 40.70448220432861),44f778833b389bc45016f90be3ecfdaa,40.704482204328606,-73.8268168989061
BAIS YAAKOV ACADEMY OF QUEENS (METROPOLITAN AVE),124-50,METROPOLITAN AVENUE,124-50 METROPOLITAN AVENUE,KEW GARDENS,11415.0,Queens,4.0,4438584.0,4092400012.0,409.0,QN60,29.0,102.0,014000,EARLY EDUCATION PROGRAM,,POINT (-73.8268168989061 40.70448220432861),47e9a77c4058cd7de2997ab9be95f4e5,40.704482204328606,-73.8268168989061
BAIS YAAKOV ACADEMY UPK,1213,ELM AVENUE,1213 ELM AVENUE,BROOKLYN,11230.0,Brooklyn,3.0,3180784.0,3067410012.0,314.0,BK43,48.0,70.0,076800,EARLY EDUCATION PROGRAM,,POINT (-73.9621122789212 40.61730834423479),2594027b7540258e5abd646abd48a2a7,40.61730834423479,-73.9621122789212
BAIS YAAKOV ATERES MIRIAM,12-14,HEYSON ROAD,12-14 HEYSON ROAD,FAR ROCKAWAY,11691.0,Queens,4.0,4299119.0,4156190028.0,414.0,QN15,31.0,101.0,101001,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.74677623371791 40.5964394632666),fb8d4e79de1fb36c825de5be3103ac37,40.5964394632666,-73.74677623371791
BAIS YAAKOV D'CHASSIDEI GUR,1975,51 STREET,1975 51 STREET,BROOKLYN,11204.0,Brooklyn,3.0,3129528.0,3054620045.0,312.0,BK88,44.0,66.0,046400,EARLY EDUCATION PROGRAM,,POINT (-73.97771228752491 40.6247397479381),81fdbefecc0698af3991b3115a81d973,40.6247397479381,-73.97771228752491
BAIS YAAKOV D'CHASSIDEI GUR,1975,51 STREET,1975 51 STREET,BROOKLYN,11204.0,Brooklyn,3.0,3129528.0,3054620045.0,312.0,BK88,44.0,66.0,046400,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.97771228752491 40.6247397479381),76d58bb669cbc240bd2d1da37c449b94,40.6247397479381,-73.97771228752491
BAIS YAAKOV FAIGEH SCHONBERGER,1169,43 STREET,1169 43 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3135866.0,3055970053.0,312.0,BK88,39.0,66.0,022400,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.9912895697084 40.64025726228979),e8c0b2518e92a0f97f62f346379a8f2f,40.64025726228979,-73.9912895697084
BAIS YAAKOV OF 18TH AVE,4419,18 AVENUE,4419 18 AVENUE,BROOKLYN,11204.0,Brooklyn,3.0,3128727.0,3054390035.0,312.0,BK88,44.0,66.0,047600,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.97775230425071 40.6301848849392),5a6658351256950aa3da48deb0a32a20,40.630184884939204,-73.97775230425071
BAIS YAAKOV OF BENSONHURST,3901,14 AVENUE,3901 14 AVENUE,BROOKLYN,11218.0,Brooklyn,3.0,3124936.0,3053460005.0,312.0,BK88,39.0,66.0,022800,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.98402674842409 40.6389551528532),e11136020e5c64722bd4f7eb83bacccf,40.6389551528532,-73.98402674842409
BAIS YAKOV OF KHAL ADAS YEREIM,563,BEDFORD AVENUE,563 BEDFORD AVENUE,BROOKLYN,11211.0,Brooklyn,3.0,3060116.0,3021930007.0,301.0,BK72,33.0,90.0,053500,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.96082433672191 40.704255821977),ac201a6c2f23feadf440086ebb8da88a,40.704255821977,-73.96082433672191
BAIS YITZCHAK SCHOOL,1413,45 STREET,1413 45 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3136553.0,3056120074.0,312.0,BK88,44.0,66.0,023200,ELEMENTARY SCHOOL - NON-PUBLIC,,POINT (-73.98700709482891 40.6358198459253),7f52d54d2834e2d8071182e49a82d1f0,40.6358198459253,-73.98700709482891
BAM BAM'S PLAYHOUSE,714,BANNER AVENUE,714 BANNER AVENUE,BROOKLYN,11235.0,Brooklyn,3.0,3196537.0,3072640045.0,313.0,BK19,48.0,60.0,036600,EARLY EDUCATION PROGRAM,,POINT (-73.96077969119121 40.5831844623771),aa29dd140abb1eaa6b8ed60295963c87,40.5831844623771,-73.9607796911912
BAMBI CHILD CARE 2 INC,1218,PROSPECT AVENUE,1218 PROSPECT AVENUE,BROOKLYN,11218.0,Brooklyn,3.0,3413864.0,3052740009.0,307.0,BK40,39.0,72.0,050202,DAY CARE,,POINT (-73.9764877837634 40.6532248436711),3c99b3ad44a7e28281b0558a5f05e38a,40.653224843671104,-73.9764877837634
